0.0015, 16
0.0200, 1
0.0195, 1
0.0190, 1
0.0185, 1
0.0180, 1
0.0170, 1
0.0160, 1
0.0150, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
0.0140, 1
0.0120, 1
0.0100, 1
0.0080, 1
0.0060, 1
0.0040, 1
0.0300, 1
0.0290, 1
0.0260, 1
0.0250, 1
0.0240, 1
0.0220, 1
0.0210, 1
0.0200, 1
0.0190, 1
0.0170, 1
0.0160, 1
